"OTU"	"Sample"	"Abundance"	"perc_SWHC"	"soil_type"	"block"	"product_name"	"cog_access"	"cog_name"	"cog_function"	"cog_category"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"gene_id_7924842"	"IR_5_2"	360.185477664444	"5"	"IR"	"2"	"GatA"	"COG0154"	"GatA"	"Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases"	"Translation, ribosomal structure and biogenesis"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium fortuitum"
"gene_id_8835310"	"IR_5_2"	360.185477664444	"5"	"IR"	"2"	"CaiB"	"COG1804"	"CaiB"	"Predicted acyl-CoA transferases/carnitine dehydratase"	"Energy production and conversion"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"Burkholderia cenocepacia"
"gene_id_9252031"	"IR_5_2"	360.185477664444	"5"	"IR"	"2"	"RfaG"	"COG0438"	"RfaG"	"Glycosyltransferase"	"Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cyaneogriseus"
"gene_id_11525293"	"DL_5_3"	347.971223062893	"5"	"DL"	"3"	"FolA"	"COG0262"	"FolA"	"Dihydrofolate reductase"	"Coenzyme metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_4431943"	"DL_5_3"	347.971223062893	"5"	"DL"	"3"	"pdhR"	"COG2186"	"FadR"	"Transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces hygroscopicus"
"gene_id_4444029"	"DL_5_3"	347.971223062893	"5"	"DL"	"3"	"SpoIIAA"	"COG1366"	"SpoIIAA"	"Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)"	"Signal transduction mechanisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces lydicus"
"gene_id_8752049"	"DL_5_3"	347.971223062893	"5"	"DL"	"3"	"idnO"	"COG1028"	"FabG"	"Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)"	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces parvulus"
"gene_id_11525293"	"DL_50_1"	347.323114866416	"50"	"DL"	"1"	"FolA"	"COG0262"	"FolA"	"Dihydrofolate reductase"	"Coenzyme metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11566764"	"DL_50_1"	347.323114866416	"50"	"DL"	"1"	"RP-S12, MRPS12, rpsL"	"COG0048"	"RpsL"	"Ribosomal protein S12"	"Translation, ribosomal structure and biogenesis"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_1760884"	"DL_50_1"	347.323114866416	"50"	"DL"	"1"	"dnaQ"	"COG0847"	"DnaQ"	"DNA polymerase III, epsilon subunit and related 3'-5' exonucleases"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2456437"	"DL_50_1"	347.323114866416	"50"	"DL"	"1"	"PinR"	"COG1961"	"PinR"	"Site-specific recombinases, DNA invertase Pin homologs"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_4300419"	"DL_50_1"	347.323114866416	"50"	"DL"	"1"	"AprE"	"COG1404"	"AprE"	"Subtilisin-like serine proteases"	"Posttranslational modification, protein turnover, chaperones"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces incarnatus"
"gene_id_4598001"	"DL_50_1"	347.323114866416	"50"	"DL"	"1"	"UGP2, galU, galF"	"COG1210"	"GalU"	"UDP-glucose pyrophosphorylase"	"Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Pseudonocardia"	"Pseudonocardia dioxanivorans"
"gene_id_7251917"	"DL_50_1"	347.323114866416	"50"	"DL"	"1"	"RP-S19, rpsS"	"COG0185"	"RpsS"	"Ribosomal protein S19"	"Translation, ribosomal structure and biogenesis"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_10486466"	"DL_50_2"	344.332590329708	"50"	"DL"	"2"	"Lrp"	"COG1522"	"Lrp"	"Transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_12088623"	"DL_50_2"	344.332590329708	"50"	"DL"	"2"	"trkA, ktrA"	"COG0569"	"TrkA"	"K+ transport systems, NAD-binding component"	"Inorganic ion transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_4300425"	"DL_50_2"	344.332590329708	"50"	"DL"	"2"	"sepF"	"COG1799"	"COG1799"	"Uncharacterized protein conserved in bacteria"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces incarnatus"
"gene_id_9977548"	"DL_50_2"	344.332590329708	"50"	"DL"	"2"	"HflC"	"COG0330"	"HflC"	"Membrane protease subunits, stomatin/prohibitin homologs"	"Posttranslational modification, protein turnover, chaperones"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11661699"	"DL_50_4"	342.000051399386	"50"	"DL"	"4"	"K06960"	"COG1837"	"COG1837"	"Predicted RNA-binding protein (contains KH domain)"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_4137729"	"DL_50_4"	342.000051399386	"50"	"DL"	"4"	"CitB"	"COG2197"	"CitB"	"Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain"	"Signal transduction mechanisms / Transcription"	"Bacteria"	"Nitrospirae"	"Nitrospira"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"Nitrospira moscoviensis"
"gene_id_5235149"	"DL_50_4"	342.000051399386	"50"	"DL"	"4"	"fer"	"COG1141"	"Fer"	"Ferredoxin"	"Energy production and conversion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Jiangellaceae"	"Jiangella"	"Jiangella alkaliphila"
"gene_id_10223880"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. JS623"
"gene_id_11661699"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"K06960"	"COG1837"	"COG1837"	"Predicted RNA-binding protein (contains KH domain)"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_1760917"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"dnaB"	"COG0305"	"DnaB"	"Replicative DNA helicase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_5235149"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"fer"	"COG1141"	"Fer"	"Ferredoxin"	"Energy production and conversion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Jiangellaceae"	"Jiangella"	"Jiangella alkaliphila"
"gene_id_5439305"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"GAPDH, gapA"	"COG0057"	"GapA"	"Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase"	"Carbohydrate transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_7015268"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"PaaI"	"COG2050"	"PaaI"	"HGG motif-containing thioesterase, possibly involved in aromatic compounds catabolism"	"Secondary metabolites biosynthesis,    transport, and catabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Kitasatospora"	"Kitasatospora setae"
"gene_id_8222077"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"COG3824"	"COG3824"	"COG3824"	"Predicted Zn-dependent protease"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_8835327"	"DL_5_1"	339.70501691967	"5"	"DL"	"1"	"COG5529"	"COG5529"	"COG5529"	"Pyocin large subunit"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11171295"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"dapA"	"COG0329"	"DapA"	"Dihydrodipicolinate synthase/N-acetylneuraminate lyase"	"Amino acid transport and metabolism / Cell envelope biogenesis, outer membrane"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_11561868"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"K06994"	"COG2409"	"COG2409"	"Predicted drug exporters of the RND superfamily"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_11678059"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"COG4695"	"COG4695"	"COG4695"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_12787166"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"K07497"	"COG2801"	"Tra5"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces aureofaciens"
"gene_id_12966993"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"fliD"	"COG1345"	"FliD"	"Flagellar capping protein"	"Cell motility and secretion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_1760847"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"mec"	"COG1310"	"COG1310"	"Predicted metal-dependent protease of the PAD1/JAB1 superfamily"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1760874"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"PinR"	"COG1961"	"PinR"	"Site-specific recombinases, DNA invertase Pin homologs"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1760882"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"COG5377"	"COG5377"	"COG5377"	"Phage-related protein, predicted endonuclease"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2843328"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"COG2141"	"COG2141"	"COG2141"	"Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases"	"Energy production and conversion"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Geodermatophilaceae"	"Modestobacter"	"Modestobacter marinus"
"gene_id_5439281"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"ABC.MS.P1"	"COG0395"	"UgpE"	"ABC-type sugar transport system, permease component"	"Carbohydrate transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_7297210"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"adhP"	"COG1064"	"AdhP"	"Zn-dependent alcohol dehydrogenases"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_8076626"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"LysR"	"COG0583"	"LysR"	"Transcriptional regulator"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_858788"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"COG4799"	"COG4799"	"COG4799"	"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)"	"Lipid metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_8752049"	"IR_50_5"	334.480828930174	"50"	"IR"	"5"	"idnO"	"COG1028"	"FabG"	"Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)"	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces parvulus"
"gene_id_11525293"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"FolA"	"COG0262"	"FolA"	"Dihydrofolate reductase"	"Coenzyme metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_11678059"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG4695"	"COG4695"	"COG4695"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_11678060"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"K06904"	"COG3740"	"COG3740"	"Phage head maturation protease"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_12787166"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"K07497"	"COG2801"	"Tra5"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces aureofaciens"
"gene_id_12893234"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"CaiC"	"COG0318"	"CaiC"	"Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II"	"Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiopsaceae"	"Nocardiopsis"	"Nocardiopsis alba"
"gene_id_12975040"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG3981"	"COG3981"	"COG3981"	"Predicted acetyltransferase"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_1305396"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"fur, zur, furB"	"COG0735"	"Fur"	"Fe2+/Zn2+ uptake regulation proteins"	"Inorganic ion transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. CNQ-509"
"gene_id_1472345"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"RPR2, RPP21"	"COG2206"	"COG2206"	"c-di-GMP phosphodiesterase class II (HD-GYP domain)"	"Signal transduction mechanisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_1760890"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_1828385"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"XerD"	"COG4974"	"XerD"	"Site-specific recombinase XerD"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Actinoplanes"	"Actinoplanes derwentensis"
"gene_id_1891778"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"Ttg2C"	"COG1463"	"Ttg2C"	"ABC-type transport system involved in resistance to organic solvents, periplasmic component"	"Secondary metabolites biosynthesis, transport, and catabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_2456487"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"K06919"	"COG3378"	"COG3378"	"Phage associated DNA primase"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_2456578"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG5323"	"COG5323"	"COG5323"	"Uncharacterized conserved protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptosporangiaceae"	"Streptosporangium"	"Streptosporangium roseum"
"gene_id_3060190"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"UbiH"	"COG0654"	"UbiH"	"2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases"	"Coenzyme metabolism / Energy production and conversion"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Novosphingobium"	"Novosphingobium pentaromativorans"
"gene_id_307718"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"FabG"	"COG1028"	"FabG"	"Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)"	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_4263771"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG4644"	"COG4644"	"COG4644"	"Transposase and inactivated derivatives, TnpA family"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces pactum"
"gene_id_4354790"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG4695"	"COG4695"	"COG4695"	"Phage-related protein"	"Function unknown"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces autolyticus"
"gene_id_4431943"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"pdhR"	"COG2186"	"FadR"	"Transcriptional regulators"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces hygroscopicus"
"gene_id_4744385"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG3328"	"COG3328"	"COG3328"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces violaceusniger"
"gene_id_5392419"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"CaiC"	"COG0318"	"CaiC"	"Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II"	"Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Sorangium"	"Sorangium cellulosum"
"gene_id_5439281"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"ABC.MS.P1"	"COG0395"	"UgpE"	"ABC-type sugar transport system, permease component"	"Carbohydrate transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_570719"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG4585"	"COG4585"	"COG4585"	"Signal transduction histidine kinase"	"Signal transduction mechanisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_6267330"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"K07030"	"COG1461"	"COG1461"	"Predicted kinase related to dihydroxyacetone kinase"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Conexibacteraceae"	"Conexibacter"	"Conexibacter woesei"
"gene_id_6643208"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"rpoE"	"COG1595"	"RpoE"	"DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog"	"Transcription"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_6998373"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG0433"	"COG0433"	"COG0433"	"HerA helicase"	"Replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Saccharothrix"	"Saccharothrix espanaensis"
"gene_id_7867163"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"ltrA"	"COG3344"	"COG3344"	"Retron-type reverse transcriptase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_7914386"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"Aes"	"COG0657"	"Aes"	"Esterase/lipase"	"Lipid metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. 769"
"gene_id_9051924"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG4626"	"COG4626"	"COG4626"	"Phage terminase-like protein, large subunit"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_917230"	"IR_5_3"	333.79986212073	"5"	"IR"	"3"	"COG0675"	"COG0675"	"COG0675"	"Transposase and inactivated derivatives"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. CNQ-509"
"gene_id_10223880"	"IR_5_1"	329.449205466366	"5"	"IR"	"1"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. JS623"
"gene_id_7441443"	"IR_5_1"	329.449205466366	"5"	"IR"	"1"	"MhpC"	"COG0596"	"MhpC"	"Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Geodermatophilaceae"	"Geodermatophilus"	"Geodermatophilus obscurus"
"gene_id_1305396"	"DL_5_2"	319.349762770328	"5"	"DL"	"2"	"fur, zur, furB"	"COG0735"	"Fur"	"Fe2+/Zn2+ uptake regulation proteins"	"Inorganic ion transport and metabolism"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces sp. CNQ-509"
"gene_id_1760914"	"DL_5_2"	319.349762770328	"5"	"DL"	"2"	"COG0863"	"COG0863"	"COG0863"	"DNA modification methylase"	"DNA replication, recombination, and repair"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces venezuelae"
"gene_id_2038521"	"DL_5_2"	319.349762770328	"5"	"DL"	"2"	"K07045"	"COG2159"	"COG2159"	"Predicted metal-dependent hydrolase of the TIM-barrel fold"	"General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
"gene_id_307718"	"DL_5_2"	319.349762770328	"5"	"DL"	"2"	"FabG"	"COG1028"	"FabG"	"Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)"	"Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces cattleya"
"gene_id_325598"	"DL_5_2"	319.349762770328	"5"	"DL"	"2"	"CitB"	"COG4565"	"CitB"	"Response regulator of citrate/malate metabolism"	"Transcription / Signal transduction mechanisms"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Streptomycetaceae"	"Streptomyces"	"Streptomyces hygroscopicus"
"gene_id_11566764"	"DL_50_5"	313.800254445086	"50"	"DL"	"5"	"RP-S12, MRPS12, rpsL"	"COG0048"	"RpsL"	"Ribosomal protein S12"	"Translation, ribosomal structure and biogenesis"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Catenulisporaceae"	"Catenulispora"	"Catenulispora acidiphila"
